type,amount,oldbalanceOrg,newbalanceOrig,isFraud
0,262225.37,456.0,262681.37,No Fraud
4,1897222.99,0.0,0.0,No Fraud
0,4024.08,30399.0,34423.08,No Fraud
1,23077.95,34289.0,11211.05,No Fraud
1,4252656.95,4252656.95,0.0,Fraud
4,503793.25,503793.25,0.0,Fraud
1,26478.48,26478.48,0.0,Fraud
4,703432.88,0.0,0.0,No Fraud
3,15101.81,42123.78,27021.97,No Fraud
1,245435.05,45506.0,0.0,No Fraud
0,129822.45,21116.0,150938.45,No Fraud
1,382960.64,382960.64,0.0,Fraud
1,767755.17,767755.17,0.0,Fraud
1,310712.71,310712.71,0.0,Fraud
4,278996.85,33239.0,0.0,No Fraud
1,42062.82,340830.43,298767.61,Fraud
1,212603.04,0.0,0.0,No Fraud
3,7529.73,0.0,0.0,No Fraud
1,45119.18,0.0,0.0,No Fraud
0,48255.07,115997.0,164252.07,No Fraud
3,8698.57,0.0,0.0,No Fraud
3,19539.84,10445.0,0.0,No Fraud
4,4022098.69,4022098.69,0.0,Fraud
4,5388834.64,5388834.64,0.0,Fraud
1,241587.78,0.0,0.0,No Fraud
1,781988.85,781988.85,0.0,Fraud
4,114339.1,114339.1,0.0,Fraud
1,1654055.02,1654055.02,0.0,Fraud
3,4792.22,13286.0,8493.78,No Fraud
1,344993.93,340665.57,0.0,No Fraud
1,3845765.36,3845765.36,0.0,Fraud
1,573266.42,573266.42,0.0,Fraud
1,428229.29,62560.0,0.0,No Fraud
1,320977.49,320977.49,0.0,Fraud
4,677563.22,677563.22,0.0,Fraud
4,4262592.28,4262592.28,0.0,Fraud
1,148027.02,0.0,0.0,No Fraud
4,5429153.98,5429153.98,0.0,Fraud
4,5044147.53,5044147.53,0.0,Fraud
1,164500.81,164500.81,0.0,Fraud
3,491.65,0.0,0.0,No Fraud
1,105097.16,105097.16,0.0,Fraud
3,384.94,50622.0,50237.06,No Fraud
1,799797.88,799797.88,0.0,Fraud
1,1641792.79,1641792.79,0.0,Fraud
0,284037.48,0.0,284037.48,No Fraud
4,458845.55,458845.55,0.0,Fraud
3,13538.8,11648.0,0.0,No Fraud
4,10000000.0,12056779.24,2056779.24,Fraud
1,0.0,0.0,0.0,Fraud
4,1543975.74,1543975.74,0.0,Fraud
4,166271.16,166271.16,0.0,Fraud
4,799290.94,0.0,0.0,No Fraud
4,140729.31,0.0,0.0,No Fraud
0,12852.2,6490114.07,6502966.27,No Fraud
3,10591.01,41426.83,30835.82,No Fraud
4,812626.18,0.0,0.0,No Fraud
1,17051.69,17051.69,0.0,Fraud
4,33676.59,33676.59,0.0,Fraud
1,3332748.16,3332748.16,0.0,Fraud
1,131942.88,0.0,0.0,No Fraud
4,38513.19,38513.19,0.0,Fraud
4,479926.98,479926.98,0.0,Fraud
3,7821.75,0.0,0.0,No Fraud
1,92057.19,92057.19,0.0,Fraud
1,225437.57,507.0,0.0,No Fraud
4,982414.06,982414.06,0.0,Fraud
4,131624.74,106772.0,0.0,No Fraud
1,461442.52,461442.52,0.0,Fraud
1,142595.84,0.0,0.0,No Fraud
1,149668.66,0.0,0.0,Fraud
4,357824.01,357824.01,0.0,Fraud
4,807871.12,0.0,0.0,No Fraud
3,26635.55,0.0,0.0,No Fraud
4,100109.03,100109.03,0.0,Fraud
1,331151.41,0.0,0.0,No Fraud
3,23199.47,18685.0,0.0,No Fraud
3,18560.65,0.0,0.0,No Fraud
1,39013.3,39013.3,0.0,Fraud
4,815384.83,815384.83,0.0,Fraud
1,45323.37,99868.0,54544.63,No Fraud
1,5166393.44,5166393.44,0.0,Fraud
1,168637.42,0.0,0.0,No Fraud
0,139692.18,6079583.68,6219275.85,No Fraud
3,1926.85,607.0,0.0,No Fraud
1,166968.78,0.0,0.0,No Fraud
0,67998.85,4086616.37,4154615.23,No Fraud
1,248962.83,248962.83,0.0,Fraud
3,1413.04,1919.0,505.96,No Fraud
4,49076.27,49076.27,0.0,Fraud
3,3719.27,26178.0,22458.73,No Fraud
4,82869.09,82869.09,0.0,Fraud
3,19809.05,124243.53,104434.48,No Fraud
3,25507.37,10982.0,0.0,No Fraud
1,140333.35,140333.35,0.0,Fraud
1,3846781.01,3846781.01,0.0,Fraud
4,633384.46,633384.46,0.0,Fraud
1,50181.08,149.0,0.0,No Fraud
1,29832.81,29832.81,0.0,Fraud
0,394700.07,2362343.47,2757043.54,No Fraud
1,237642.64,237642.64,0.0,Fraud
4,563149.41,563149.41,0.0,Fraud
3,5380.4,104237.0,98856.6,No Fraud
1,59841.44,59841.44,0.0,Fraud
1,987470.17,987470.17,0.0,Fraud
1,283155.41,221717.77,0.0,No Fraud
4,227231.78,227231.78,0.0,Fraud
1,107320.81,107320.81,0.0,Fraud
0,36861.91,2830823.08,2867684.99,No Fraud
0,179084.18,148645.0,327729.18,No Fraud
4,3398678.99,0.0,0.0,No Fraud
0,56479.42,94170.8,150650.21,No Fraud
1,4130371.73,4130371.73,0.0,Fraud
4,78810.3,78810.3,0.0,Fraud
4,5166728.87,5166728.87,0.0,Fraud
1,2757431.53,2757431.53,0.0,Fraud
4,134515.36,134515.36,0.0,Fraud
4,19576.96,19576.96,0.0,Fraud
4,193706.98,193706.98,0.0,Fraud
1,18653.64,0.0,0.0,No Fraud
4,187761.76,187761.76,0.0,Fraud
1,1161495.82,1161495.82,0.0,Fraud
1,2739869.62,2739869.62,0.0,Fraud
4,829885.13,829885.13,0.0,Fraud
1,577640.07,71725.0,0.0,No Fraud
3,1285.31,10913.0,9627.69,No Fraud
1,182998.67,0.0,0.0,No Fraud
1,15740.84,0.0,0.0,No Fraud
4,7677120.59,7677120.59,0.0,Fraud
1,66364.89,0.0,0.0,No Fraud
4,134293.12,134293.12,0.0,Fraud
3,19528.46,0.0,0.0,No Fraud
4,388198.14,392707.67,4509.53,No Fraud
3,2355.34,600573.0,598217.66,No Fraud
4,3477438.49,3477438.49,0.0,Fraud
1,298467.98,2154.0,0.0,No Fraud
4,64083.54,64083.54,0.0,Fraud
1,2136099.59,2136099.59,0.0,Fraud
1,987591.59,987591.59,0.0,Fraud
1,235238.66,235238.66,0.0,Fraud
0,300796.75,12046241.31,12347038.06,No Fraud
0,44858.85,18990236.99,19035095.85,No Fraud
1,186375.38,186375.38,0.0,Fraud
3,26797.45,22142.0,0.0,No Fraud
3,40432.5,0.0,0.0,No Fraud
4,335071.5,335071.5,0.0,Fraud
4,973805.75,973805.75,0.0,Fraud
0,50446.68,1880614.92,1931061.6,No Fraud
2,1540.99,20257.0,18716.01,No Fraud
4,1057053.6,1057053.6,0.0,Fraud
1,1318024.48,1318024.48,0.0,Fraud
1,70517.43,0.0,0.0,No Fraud
1,132653.48,0.0,0.0,No Fraud
3,4986.64,0.0,0.0,No Fraud
3,9416.31,49913.0,40496.69,No Fraud
1,351268.75,351268.75,0.0,Fraud
1,1533798.48,1533798.48,0.0,Fraud
4,545909.63,41223.0,0.0,No Fraud
4,371669.59,371669.59,0.0,Fraud
3,3184.89,11527.0,8342.11,No Fraud
0,255915.1,629449.73,885364.83,No Fraud
4,7618.49,7618.49,0.0,Fraud
3,19325.23,81716.58,62391.35,No Fraud
1,37831.15,37831.15,0.0,Fraud
1,710385.55,710385.55,0.0,Fraud
4,217357.58,217357.58,0.0,Fraud
0,264305.85,985.0,265290.85,No Fraud
3,2563.51,56103.2,53539.69,No Fraud
3,8501.33,4536.0,0.0,No Fraud
3,5974.73,0.0,0.0,No Fraud
3,12306.44,212236.78,199930.34,No Fraud
4,170038.31,170038.31,0.0,Fraud
4,101081.12,101081.12,0.0,Fraud
3,20965.7,3157.0,0.0,No Fraud
1,126375.17,126375.17,0.0,Fraud
4,484772.73,484772.73,0.0,Fraud
1,6063657.03,6063657.03,0.0,Fraud
3,1080.46,8249.87,7169.4,No Fraud
4,2216437.25,2216437.25,0.0,Fraud
1,128844.62,86341.0,0.0,No Fraud
1,2874626.02,2874626.02,0.0,Fraud
1,274512.84,0.0,0.0,No Fraud
1,268658.44,383897.0,115238.56,No Fraud
4,4032691.34,4032691.34,0.0,Fraud
4,2241630.36,2241630.36,0.0,Fraud
4,350233.08,350233.08,0.0,Fraud
1,31374.02,31374.02,0.0,Fraud
1,1636403.22,1636403.22,0.0,Fraud
4,2066467.64,2066467.64,0.0,Fraud
4,20986.02,20986.02,0.0,Fraud
1,94372.61,0.0,0.0,Fraud
4,305710.24,305710.24,0.0,Fraud
1,228368.08,0.0,0.0,No Fraud
0,221420.51,6648016.21,6869436.72,No Fraud
3,9117.31,308153.0,299035.69,No Fraud
1,5912204.0,5912204.0,0.0,Fraud
1,264325.98,0.0,0.0,No Fraud
4,830991.53,830991.53,0.0,Fraud
3,7779.49,0.0,0.0,No Fraud
0,213786.31,31038.0,244824.31,No Fraud
1,114827.36,114827.36,0.0,Fraud
1,5566.14,5566.14,0.0,Fraud
1,183375.33,0.0,0.0,No Fraud
4,3707342.38,3707342.38,0.0,Fraud
4,10000000.0,12629417.41,2629417.41,Fraud
3,1996.28,65390.0,63393.72,No Fraud
4,176273.29,176273.29,0.0,Fraud
0,15409.97,296536.0,311945.97,No Fraud
1,62184.44,62184.44,0.0,Fraud
4,10000000.0,17670038.08,7670038.08,Fraud
0,69167.31,48601.0,117768.31,No Fraud
1,245852.72,0.0,0.0,No Fraud
4,709950.57,709950.57,0.0,Fraud
0,192073.68,815.0,192888.68,No Fraud
1,186230.39,22424.0,0.0,No Fraud
1,5963850.34,5963850.34,0.0,Fraud
4,547672.2,547672.2,0.0,Fraud
4,99165.12,99165.12,0.0,Fraud
3,1998.13,4857.0,2858.87,No Fraud
4,1418168.85,1418168.85,0.0,Fraud
1,369672.98,0.0,0.0,No Fraud
1,159094.64,159094.64,0.0,Fraud
1,1844357.26,1844357.26,0.0,Fraud
4,884821.37,884821.37,0.0,Fraud
4,171337.99,171337.99,0.0,Fraud
3,12287.76,0.0,0.0,No Fraud
1,112636.97,1202.66,0.0,No Fraud
3,28248.51,10731.0,0.0,No Fraud
3,1283.93,43632.69,42348.75,No Fraud
3,7365.0,0.0,0.0,No Fraud
1,118863.93,0.0,0.0,No Fraud
1,193545.61,193545.61,0.0,Fraud
0,387296.08,84287.0,471583.08,No Fraud
4,621271.5,0.0,0.0,No Fraud
3,4562.59,0.0,0.0,No Fraud
4,62372.43,62372.43,0.0,Fraud
1,135820.61,0.0,0.0,No Fraud
4,3452754.38,0.0,0.0,No Fraud
1,179653.67,105306.0,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,52689.13,52689.13,0.0,Fraud
3,9824.66,20247.0,10422.34,No Fraud
4,161859.16,161859.16,0.0,Fraud
1,203119.64,11813.96,0.0,No Fraud
4,2177218.43,2177218.43,0.0,Fraud
3,37395.75,0.0,0.0,No Fraud
4,53340.45,53340.45,0.0,Fraud
4,263264.99,0.0,0.0,No Fraud
3,28369.74,9076.0,0.0,No Fraud
1,989954.57,989954.57,0.0,Fraud
4,3116833.75,3116833.75,0.0,Fraud
1,72342.42,157624.0,85281.58,No Fraud
1,48774.46,48774.46,0.0,Fraud
1,239556.06,239556.06,0.0,Fraud
0,292001.17,464.0,292465.17,No Fraud
1,54580.33,86095.0,31514.67,No Fraud
4,803441.31,803441.31,0.0,Fraud
1,26943.92,214323.0,187379.08,No Fraud
3,17753.28,0.0,0.0,No Fraud
1,7442005.19,7442005.19,0.0,Fraud
0,62225.47,1785554.8,1847780.27,No Fraud
1,16514.64,16514.64,0.0,Fraud
3,10255.09,28821.0,18565.91,No Fraud
4,74804.24,74804.24,0.0,Fraud
4,881603.06,0.0,0.0,No Fraud
0,87999.13,5084256.68,5172255.81,No Fraud
1,62318.91,62318.91,0.0,Fraud
4,224661.54,224661.54,0.0,Fraud
1,114889.61,114889.61,0.0,Fraud
4,2479940.21,2479940.21,0.0,Fraud
4,205745.67,61772.0,0.0,No Fraud
1,91580.42,0.0,0.0,No Fraud
0,292186.46,14359829.03,14652015.49,No Fraud
1,75822.96,11688.0,0.0,No Fraud
1,38427.47,38427.47,0.0,Fraud
1,346549.52,0.0,0.0,No Fraud
1,121141.51,105998.0,0.0,No Fraud
1,192929.48,0.0,0.0,No Fraud
1,27690.91,30128.0,2437.09,No Fraud
1,6744.59,0.0,0.0,No Fraud
1,289712.64,6684.0,0.0,No Fraud
3,7430.17,50403.0,42972.83,No Fraud
1,1064995.85,1064995.85,0.0,Fraud
1,126715.84,126715.84,0.0,Fraud
3,8569.35,0.0,0.0,No Fraud
3,16323.38,19964.0,3640.62,No Fraud
4,248242.32,248242.32,0.0,Fraud
3,6992.65,0.0,0.0,No Fraud
4,39013.3,39013.3,0.0,Fraud
1,93057.02,208778.0,115720.98,No Fraud
1,4716307.48,4716307.48,0.0,Fraud
1,344673.46,344673.46,0.0,Fraud
4,119443.3,119443.3,0.0,Fraud
4,1418198.25,1418198.25,0.0,Fraud
0,157890.15,322579.0,480469.15,No Fraud
4,1179162.08,1179162.08,0.0,Fraud
1,242062.47,11311.0,0.0,No Fraud
4,10000000.0,19295454.24,9295454.24,Fraud
4,2126640.1,0.0,0.0,No Fraud
3,8200.25,11440.0,3239.75,No Fraud
1,141564.32,21134.0,0.0,No Fraud
0,257047.28,6135536.82,6392584.11,No Fraud
4,5464727.14,5464727.14,0.0,Fraud
1,168901.63,38397.0,0.0,No Fraud
4,3080973.39,3080973.39,0.0,Fraud
0,262084.07,7764084.99,8026169.06,No Fraud
1,1112204.51,1112204.51,0.0,Fraud
3,3169.29,10032.0,6862.71,No Fraud
0,290696.97,34131.0,324827.97,No Fraud
1,2539898.07,2539898.07,0.0,Fraud
1,4589441.44,4589441.44,0.0,Fraud
3,37328.2,0.0,0.0,No Fraud
4,7469051.14,7469051.14,0.0,Fraud
1,634911.47,634911.47,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,10000000.0,13019699.77,3019699.77,Fraud
3,12070.37,270665.46,258595.09,No Fraud
3,26945.95,14651.75,0.0,No Fraud
3,10800.84,0.0,0.0,No Fraud
1,333082.71,333082.71,0.0,Fraud
3,7636.0,0.0,0.0,No Fraud
4,2284476.12,2284476.12,0.0,Fraud
3,23172.97,230.0,0.0,No Fraud
3,6511.87,245293.05,238781.18,No Fraud
4,194521.28,194521.28,0.0,Fraud
1,286463.3,0.0,0.0,No Fraud
3,28646.56,21880.0,0.0,No Fraud
3,19591.26,49665.0,30073.74,No Fraud
1,34261.66,0.0,0.0,No Fraud
3,1494.27,0.0,0.0,No Fraud
4,1625188.47,5079.0,0.0,No Fraud
4,462452.87,462452.87,0.0,Fraud
1,93706.0,0.0,0.0,No Fraud
1,364715.24,364715.24,0.0,Fraud
3,3017.87,4017.0,999.13,No Fraud
3,2748.6,0.0,0.0,No Fraud
1,1927403.83,1927403.83,0.0,Fraud
3,14836.85,0.0,0.0,No Fraud
4,871893.15,871893.15,0.0,Fraud
4,64344.59,64344.59,0.0,Fraud
1,10676.5,0.0,0.0,No Fraud
1,131594.12,131594.12,0.0,Fraud
1,158489.29,158489.29,0.0,Fraud
1,764646.4,764646.4,0.0,Fraud
4,170429.86,0.0,0.0,No Fraud
1,166891.51,166891.51,0.0,Fraud
1,1994285.14,1994285.14,0.0,Fraud
3,11051.35,0.0,0.0,No Fraud
4,3283695.97,3283695.97,0.0,Fraud
3,1658.4,0.0,0.0,No Fraud
4,150924.76,150924.76,0.0,Fraud
4,327773.15,327773.15,0.0,Fraud
1,129110.52,0.0,0.0,No Fraud
4,696763.08,696763.08,0.0,Fraud
4,2485467.28,2485467.28,0.0,Fraud
3,2386.9,502280.7,499893.8,No Fraud
4,3372.0,3372.0,0.0,Fraud
4,207517.2,207517.2,0.0,Fraud
3,13311.59,5009.0,0.0,No Fraud
4,1191183.65,1191183.65,0.0,Fraud
1,21516.38,21516.38,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,236914.77,236914.77,0.0,Fraud
4,895565.06,895565.06,0.0,Fraud
3,2927.48,0.0,0.0,No Fraud
1,102881.88,17242.0,0.0,No Fraud
1,161272.92,161272.92,0.0,Fraud
1,306419.73,306419.73,0.0,Fraud
1,272187.2,272187.2,0.0,Fraud
1,448004.86,448004.86,0.0,Fraud
0,123673.14,5800.0,129473.14,No Fraud
3,16018.59,99236.0,83217.41,No Fraud
1,243997.99,44031.0,0.0,No Fraud
3,3155.48,0.0,0.0,No Fraud
3,10058.59,0.0,0.0,No Fraud
1,294699.35,10797.0,0.0,No Fraud
1,8267760.5,8267760.5,0.0,Fraud
1,28508.5,0.0,0.0,No Fraud
4,912950.54,912950.54,0.0,Fraud
1,80336.26,80336.26,0.0,Fraud
1,139046.77,275.0,0.0,No Fraud
4,1534926.96,1534926.96,0.0,Fraud
1,177429.18,177429.18,0.0,Fraud
1,262434.54,262434.54,0.0,Fraud
4,3774746.08,3774746.08,0.0,Fraud
3,7482.99,181469.74,173986.74,No Fraud
4,341.3,341.3,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,1828.6,1828.6,0.0,Fraud
4,397336.62,0.0,0.0,No Fraud
4,760625.76,760625.76,0.0,Fraud
1,1368391.5,1368391.5,0.0,Fraud
4,212130.67,212130.67,0.0,Fraud
4,378527.71,378527.71,0.0,Fraud
1,34492.73,0.0,0.0,No Fraud
1,161804.68,161804.68,0.0,Fraud
3,16593.31,5582.0,0.0,No Fraud
1,346704.55,346704.55,0.0,Fraud
4,235003.24,0.0,0.0,No Fraud
1,259976.73,0.0,0.0,No Fraud
3,18752.13,166.0,0.0,No Fraud
4,197943.1,197943.1,0.0,Fraud
4,1033507.75,0.0,0.0,No Fraud
4,4559921.56,4559921.56,0.0,Fraud
1,142118.37,0.0,0.0,No Fraud
1,106524.31,73390.0,0.0,No Fraud
3,17080.78,0.0,0.0,No Fraud
3,12668.14,11160.0,0.0,No Fraud
1,3551771.18,3551771.18,0.0,Fraud
1,268230.43,268230.43,0.0,Fraud
3,15610.92,2286.0,0.0,No Fraud
3,28270.22,0.0,0.0,No Fraud
3,6117.04,0.0,0.0,No Fraud
1,324172.65,20033.0,0.0,No Fraud
4,54380.21,54380.21,0.0,Fraud
4,255286.59,255286.59,0.0,Fraud
1,2728625.68,2728625.68,0.0,Fraud
4,780066.22,780066.22,0.0,Fraud
1,74921.74,74921.74,0.0,Fraud
1,2426076.89,2426076.89,0.0,Fraud
1,274799.58,274799.58,0.0,Fraud
4,245991.5,245991.5,0.0,Fraud
0,155377.26,27739825.62,27895202.88,No Fraud
4,71666.93,71666.93,0.0,Fraud
3,21013.18,0.0,0.0,No Fraud
3,5355.95,34860.0,29504.05,No Fraud
4,85113.85,85113.85,0.0,Fraud
1,1621056.88,1621056.88,0.0,Fraud
1,105269.81,105269.81,0.0,Fraud
4,321883.89,321883.89,0.0,Fraud
1,18035.14,18035.14,0.0,Fraud
1,169310.53,0.0,0.0,No Fraud
3,22469.28,9122.4,0.0,No Fraud
3,2239.85,0.0,0.0,No Fraud
4,10000000.0,11653144.1,1653144.1,Fraud
0,22561.83,1974370.93,1996932.76,No Fraud
1,219300.76,219300.76,0.0,Fraud
1,3547010.54,3547010.54,0.0,Fraud
4,574588.22,574588.22,0.0,Fraud
1,13266.93,13266.93,0.0,Fraud
4,741277.85,741277.85,0.0,Fraud
3,8460.8,77718.0,69257.2,No Fraud
0,410287.06,3970819.41,4381106.47,No Fraud
1,952234.12,952234.12,0.0,Fraud
1,8924971.59,8924971.59,0.0,Fraud
1,151318.29,320921.6,169603.31,No Fraud
1,484566.15,315987.24,0.0,No Fraud
3,11392.73,0.0,0.0,No Fraud
1,56484.74,108808.27,52323.54,No Fraud
0,104858.57,24361.0,129219.57,No Fraud
4,2429711.09,2429711.09,0.0,Fraud
1,98987.93,0.0,0.0,No Fraud
3,19895.01,12713.0,0.0,No Fraud
4,376059.27,376059.27,0.0,Fraud
4,441892.92,441892.92,0.0,Fraud
1,700523.69,700523.69,0.0,Fraud
4,227158.15,162315.0,0.0,No Fraud
1,185850.96,106066.0,0.0,No Fraud
1,228706.19,228706.19,0.0,Fraud
3,7692.17,75890.67,68198.51,No Fraud
4,1033878.67,1033878.67,0.0,Fraud
1,222097.11,222097.11,0.0,Fraud
4,56510.5,56510.5,0.0,Fraud
1,2142164.0,2142164.0,0.0,Fraud
0,225059.02,33585.0,258644.02,No Fraud
1,267146.65,21748.0,0.0,No Fraud
0,422669.27,7523014.79,7945684.05,No Fraud
0,57480.21,2107599.67,2165079.89,No Fraud
3,8486.09,0.0,0.0,No Fraud
4,2612915.2,2612915.2,0.0,Fraud
1,162753.95,49873.0,0.0,No Fraud
1,6174385.48,6174385.48,0.0,Fraud
0,322152.21,976925.42,1299077.63,No Fraud
0,178413.7,7725587.93,7904001.62,No Fraud
1,176274.97,0.0,0.0,No Fraud
4,6063657.03,6063657.03,0.0,Fraud
1,283725.5,0.0,0.0,No Fraud
4,1810044.85,1810044.85,0.0,Fraud
4,42513.08,42513.08,0.0,Fraud
1,1052668.73,1052668.73,0.0,Fraud
1,553328.24,553328.24,0.0,Fraud
0,133500.86,24053.17,157554.03,No Fraud
1,279826.54,279826.54,0.0,Fraud
1,370275.07,5098.0,0.0,No Fraud
0,18219.3,650363.64,668582.95,No Fraud
3,3285.21,0.0,0.0,No Fraud
1,163115.52,51392.0,0.0,No Fraud
1,38271.96,75120.0,36848.04,No Fraud
1,424700.99,424700.99,0.0,Fraud
4,1023189.9,1023189.9,0.0,Fraud
1,6844.73,6844.73,0.0,Fraud
1,206043.55,295713.0,89669.45,No Fraud
4,8380.79,8380.79,0.0,Fraud
4,378230.27,0.0,0.0,No Fraud
1,208082.29,19489.54,0.0,No Fraud
1,360688.3,360688.3,0.0,Fraud
1,219356.47,19851.0,0.0,No Fraud
1,151289.37,0.0,0.0,No Fraud
3,7985.22,0.0,0.0,No Fraud
3,6367.65,0.0,0.0,No Fraud
1,262960.23,262960.23,0.0,Fraud
0,47750.4,32804207.49,32851957.89,No Fraud
3,6675.42,0.0,0.0,No Fraud
4,346103.09,346103.09,0.0,Fraud
0,28453.61,5446260.65,5474714.26,No Fraud
0,268011.37,363.0,268374.37,No Fraud
1,13243.32,0.0,0.0,No Fraud
0,57991.69,221475.12,279466.81,No Fraud
1,472808.24,472808.24,0.0,Fraud
3,13288.18,10315.0,0.0,No Fraud
1,209829.57,209829.57,0.0,Fraud
4,692743.57,692743.57,0.0,Fraud
4,188097.08,188097.08,0.0,Fraud
3,8908.69,69055.0,60146.31,No Fraud
4,114627.08,114627.08,0.0,Fraud
1,1672570.76,1672570.76,0.0,Fraud
4,2056779.24,2056779.24,0.0,Fraud
1,121248.33,50587.0,0.0,No Fraud
4,84007.22,84007.22,0.0,Fraud
1,182063.77,0.0,0.0,No Fraud
4,272019.58,0.0,0.0,No Fraud
1,70820.87,70231.0,0.0,No Fraud
1,56745.14,56745.14,0.0,Fraud
1,385567.18,385567.18,0.0,Fraud
1,142405.36,0.0,0.0,No Fraud
4,927620.44,927620.44,0.0,Fraud
1,452986.68,0.0,0.0,No Fraud
3,11767.19,336245.12,324477.93,No Fraud
4,219963.43,82431.0,0.0,No Fraud
0,146532.95,1728374.18,1874907.13,No Fraud
4,10000000.0,23752520.6,13752520.6,Fraud
3,1129.1,0.0,0.0,No Fraud
1,102371.12,102371.12,0.0,Fraud
4,175597.64,175597.64,0.0,Fraud
0,571289.71,4699959.64,5271249.35,No Fraud
4,1891921.94,1891921.94,0.0,Fraud
1,168033.36,168033.36,0.0,Fraud
3,1416.92,172461.86,171044.94,No Fraud
4,516355.22,516355.22,0.0,Fraud
1,93051.64,49977.0,0.0,No Fraud
0,182355.11,6968800.08,7151155.19,No Fraud
3,3816.9,174621.63,170804.74,No Fraud
4,915266.65,915266.65,0.0,Fraud
1,243833.47,20395.0,0.0,No Fraud
1,394388.09,394388.09,0.0,Fraud
0,92728.37,8832010.48,8924738.85,No Fraud
1,55426.57,1000.0,0.0,No Fraud
4,3191058.32,3191058.32,0.0,Fraud
4,75708.87,75708.87,0.0,Fraud
4,994676.91,994676.91,0.0,Fraud
1,21987.0,21987.0,0.0,Fraud
1,489767.32,489767.32,0.0,Fraud
1,226323.76,0.0,0.0,No Fraud
1,95893.34,0.0,0.0,No Fraud
1,10000000.0,10000000.0,0.0,Fraud
4,320977.49,320977.49,0.0,Fraud
0,114626.33,6026.0,120652.33,No Fraud
4,221837.41,0.0,0.0,No Fraud
4,1638865.05,1638865.05,0.0,Fraud
1,158299.34,158299.34,0.0,Fraud
4,230204.96,230204.96,0.0,Fraud
3,11917.5,10650.0,0.0,No Fraud
0,80634.23,92332.0,172966.23,No Fraud
1,22402.21,22402.21,0.0,Fraud
1,843174.04,843174.04,0.0,Fraud
3,1167.97,2841.0,1673.03,No Fraud
1,130433.33,0.0,0.0,No Fraud
1,5393290.34,5393290.34,0.0,Fraud
1,10000000.0,10000000.0,0.0,Fraud
1,183705.12,0.0,0.0,No Fraud
3,1053.23,205985.73,204932.5,No Fraud
3,15158.56,0.0,0.0,No Fraud
3,46597.6,497829.0,451231.4,No Fraud
3,9274.13,48584.81,39310.67,No Fraud
1,82672.34,0.0,0.0,No Fraud
4,322991.82,322991.82,0.0,Fraud
1,2329379.8,2329379.8,0.0,Fraud
4,31593.95,31593.95,0.0,Fraud
4,9033760.73,9033760.73,0.0,Fraud
4,1312947.27,1312947.27,0.0,Fraud
1,60519.74,60519.74,0.0,Fraud
1,47077.27,0.0,0.0,No Fraud
4,113687.0,113687.0,0.0,Fraud
4,436757.76,436757.76,0.0,Fraud
4,80336.26,80336.26,0.0,Fraud
4,1871553.73,1871553.73,0.0,Fraud
3,4384.71,101802.44,97417.74,No Fraud
4,109008.53,109008.53,0.0,Fraud
1,1305754.09,1305754.09,0.0,Fraud
1,177217.55,177217.55,0.0,Fraud
3,7277.4,363833.67,356556.27,No Fraud
4,591032.52,591032.52,0.0,Fraud
1,212531.93,10599.0,0.0,No Fraud
1,1068398.61,1068398.61,0.0,Fraud
3,4119.31,20.0,0.0,No Fraud
1,4243468.19,4243468.19,0.0,Fraud
3,24108.76,68951.0,44842.24,No Fraud
4,7620549.14,7620549.14,0.0,Fraud
4,60226.06,60226.06,0.0,Fraud
3,16421.62,9044.0,0.0,No Fraud
1,434386.36,0.0,0.0,No Fraud
3,2899.42,0.0,0.0,No Fraud
3,10843.24,109337.02,98493.78,No Fraud
3,36493.33,0.0,0.0,No Fraud
1,17320.91,17320.91,0.0,Fraud
4,1591263.43,1591263.43,0.0,Fraud
1,6501296.36,6501296.36,0.0,Fraud
4,203848.61,203848.61,0.0,Fraud
1,170620.71,0.0,0.0,No Fraud
4,636123.14,15230.0,0.0,No Fraud
1,196385.55,196385.55,0.0,Fraud
3,1861.37,0.0,0.0,No Fraud
4,3017156.01,3017156.01,0.0,Fraud
4,976825.44,49860.0,0.0,No Fraud
1,814689.88,814689.88,0.0,Fraud
0,44429.88,209.0,44638.88,No Fraud
1,4598089.88,4598089.88,0.0,Fraud
4,237776.59,0.0,0.0,No Fraud
4,48412.47,48412.47,0.0,Fraud
4,7748802.0,7748802.0,0.0,Fraud
1,194607.24,0.0,0.0,No Fraud
3,32068.6,524466.65,492398.05,No Fraud
4,82527.13,82527.13,0.0,Fraud
4,13128.49,13128.49,0.0,Fraud
1,228118.13,16649.0,0.0,No Fraud
3,2938.01,0.0,0.0,No Fraud
4,1795622.71,1795622.71,0.0,Fraud
4,29174.8,29174.8,0.0,Fraud
1,214975.9,214975.9,0.0,Fraud
4,2085019.56,2085019.56,0.0,Fraud
0,220408.49,1945761.4,2166169.9,No Fraud
4,7454553.06,7454553.06,0.0,Fraud
3,23190.58,99086.0,75895.42,No Fraud
4,113614.57,113614.57,0.0,Fraud
1,252673.35,349536.0,96862.65,No Fraud
0,226363.36,13207515.65,13433879.01,No Fraud
0,256703.48,30425.0,287128.48,No Fraud
